incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2024-0717-002,Tempest Helix Systems Co.,355100349.1,US,51,31-33,754,False,,2024-07-17,False,2024-09-16,2024-11-18,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,,,"customer_database,VPN",,https://krebsonsecurity.com/2024/12/tempest-helix-system-breach-exposes-data/,,verified_media,4,71.11,Silver,,9936553.9,estimated,,,,4446219.84,723486.06,,,15106259.8,estimated,10766597.08,26960585.04,15433164.47,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2024-1126-001,Mantis Mart Retail Corp.,2964964626.61,US,44-45,,34495,False,,2024-11-26,False,2024-12-12,2025-01-15,phishing,,,,,,,"ERP,VPN",,https://unit42.paloaltonetworks.com/threat-brief-mantis-mart-retail-c-2024/,https://krebsonsecurity.com/2024/02/mantis-mart-retail-c-breach-exposes-data/,cybersecurity_firm,3,90.08,Gold,,61659359.9,calculated,,,,60448275.98,18484361.19,,62748134.24,140591997.07,disclosed,107862660.18,239206519.82,143634456.32,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2025-0121-002,Fitzgerald Assurance SA,58092654.98,CH,52,,254,False,,2025-01-21,False,2025-02-20,2025-04-26,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Lazarus_Group,probable,37312.0,health,"payment_systems,customer_database,backup_systems",,https://www.fitzgerald-assurance-sa.com/newsroom/2025/11/security-update,,company_pr,2,87.02,Gold,,6971118.6,disclosed,,,,4424383.26,2003710.32,,8340266.91,13399212.18,estimated,9090589.95,23307258.42,13399212.18,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0321-001,Sheffield Partners Holdings PLC,67310223366.38,GB,52,,152569,True,SHEF.L,2024-03-21,False,2024-04-09,2024-06-02,backdoor,apt,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,"manufacturing_OT,HR_systems,backup_systems,customer_database",,https://www.theregister.com/2024/08/07/sheffield-partners-h_security_incident/,,verified_media,4,70.71,Silver,,55000000.0,estimated,,,,49038660.17,19180177.28,,39120544.64,123218837.45,disclosed,74274318.05,212138326.6,125885335.54,CPI-U 2024 (314.69),412.31,427.76,416.65,424.21,436.85,20725408.0,67910440.0,S&P 500 Financials,0.01867,-0.025976,-0.008297,0.021257,-0.029739,-0.008297,0.021257,0.002801,-1.3452,1.0,1.3674,1.0,False,227691585700.92,3.2767,0.017128,0.023967,24.0,Finance & Insurance
2023-0303-001,DrillOre Exploration Corp.,2928056783.07,CA,21,,4671,True,DRIL.TO,2023-03-03,False,2023-03-07,2023-03-30,phishing,,,,,95370.0,mixed,CRM,,https://www.bleepingcomputer.com/news/security/drillore-exploration-corp-hit-by-cyberattack-2023/,,verified_media,4,74.53,Silver,,18831073.2,estimated,,,,11390134.55,4481734.61,1119566.37,,35822508.73,estimated,21791161.83,51754039.2,37797377.62,CPI-U 2023 (304.702),31.7,30.92,29.97,29.67,30.24,1429636.0,3176599.0,S&P 500 Energy,0.023871,-0.030842,-0.040441,-0.021893,-0.039484,-0.040441,-0.021893,-0.02295,-2.0029,0.99855,-0.9244,1.0,False,8985239793.28,2.222,0.036124,0.05359,128.0,Mining/Oil & Gas
2024-0928-001,Turner Stores Group PLC,56223497136.58,GB,44-45,,348780,True,TURN.L,2024-09-28,False,2024-10-08,2024-11-17,apt,data_breach,,,,,,"website,manufacturing_OT",30.69,https://therecord.media/2024/08/16/turner-stores-group-plc-breached,,verified_media,4,90.34,Gold,,62026902.3,calculated,,,,25912032.33,21285535.58,,53981232.26,109224470.21,estimated,87463420.17,163462689.01,111588125.37,CPI-U 2024 (314.69),587.33,564.42,531.85,545.18,561.49,1704693.0,2647729.0,S&P 500 Consumer Discretionary,0.019209,-0.057712,-0.034084,-0.005191,-0.054484,-0.034084,-0.005191,0.009747,-3.4975,0.25125,-0.2422,1.0,False,254970643901.98,1.5532,0.038499,0.068777,42.0,Retail Trade
2021-1210-001,VitalRemedy Pharmaceuticals Corp.,23517959903.71,US,62,72,128511,False,,2021-12-10,False,2021-12-16,2022-01-31,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Lazarus_Group,suspected,33238.0,financial,"file_servers,manufacturing_OT,payment_systems",110.14,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001425866&type=8-K&dateb=20210801&owner=include&count=10,,sec_filing,1,80.16,Silver,,3289508.4,estimated,,,,3047435.7,1048333.99,,,7385278.09,estimated,6130361.16,9574435.42,8762471.51,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2021-0424-003,Marshall Group Corp.,482183312.99,US,54,,2899,True,MARS,2021-04-24,False,2021-05-01,2021-06-19,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"HR_systems,SSO,CRM,active_directory,VPN",78.67,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001620440&type=8-K&dateb=20210607&owner=include&count=10,,sec_filing,1,70.27,Silver,,4200000.0,estimated,,,,1886409.43,608383.79,,,6694793.22,disclosed,4646989.32,10913726.46,7943226.26,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2022-0912-001,Marshall Medical Holdings PLC,143485359.02,GB,62,56,776,False,,2022-09-12,True,2022-11-15,2022-12-16,ddos,,,,,,,"SSO,HR_systems",41.36,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001057303&type=8-K&dateb=20220212&owner=include&count=10,https://blog.talosintelligence.com/2022/06/marshall-medical-hol-campaign.html,sec_filing,1,72.29,Silver,,348663.61,estimated,,,,246569.84,35446.75,,,630680.2,calculated,527263.45,964689.84,692842.03,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-0607-001,Diamond Mantis Bank Holdings Inc.,69508995886.57,US,52,,259400,False,,2024-06-07,False,2024-06-23,2024-06-24,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Akira,unknown,,,VPN,48.35,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001401242&type=8-K&dateb=20240506&owner=include&count=10,,sec_filing,1,55.27,Bronze,low_quality_score,4281643.26,calculated,,,,2710199.53,766594.43,,3722490.15,7758437.22,calculated,6090094.6,9645540.0,7926332.47,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0707-001,MatrixPress Components Group Inc.,13828316574.01,US,31-33,,112233,True,MATR,2024-07-07,False,2024-07-19,2024-08-27,data_breach,backdoor,,,,2287272.0,PII,"customer_database,email,SCADA,website",,https://www.theregister.com/2024/08/08/matrixpress-componen_security_incident/,,verified_media,4,74.66,Silver,,7297948.71,estimated,,,,4432321.03,553870.46,3056779.35,2384871.5,15340919.55,calculated,11250119.34,27003932.27,15672902.33,CPI-U 2024 (314.69),71.55,66.66,62.52,60.25,64.58,693964.0,2148881.0,S&P 500 Industrials,-0.019669,-0.062049,-0.09619,-0.031242,-0.065479,-0.09619,-0.031242,-0.000289,-2.8419,0.57905,-2.1962,0.9019,False,60165783076.41,3.0965,0.024124,0.029821,126.0,Manufacturing
2025-0306-001,ChargeSpark Corp Holdings Ltd.,3417426224.12,IN,22,,15689,False,,2025-03-06,False,2025-03-25,2025-04-12,phishing,,,,,,,"VPN,active_directory,manufacturing_OT",,https://www.theregister.com/2025/11/23/chargespark-corp-hol_security_incident/,,verified_media,4,72.25,Silver,,1600000.0,estimated,,,,1192662.73,554331.06,,,3346993.79,estimated,2345645.41,4946896.61,3346993.79,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities
2025-1218-001,Osprey Subsurface Mining Pvt. Ltd.,84708620.41,IN,21,,163,False,,2025-12-18,False,2025-12-28,2026-02-03,supply_chain,malware,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,BlackCat/ALPHV,unknown,,,"SSO,ERP",73.91,https://www.aepd.es/decisions/2025/04/INQ-2025-00622,https://www.osprey-subsurface-mining-.com/newsroom/2025/02/security-update,gdpr_notification,1,99.59,Gold,,2927475.31,disclosed,,,,1535688.45,265087.55,,2120600.82,4728251.31,estimated,3428848.79,8008508.31,4728251.31,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Mining/Oil & Gas
2025-0410-001,StructureConcrete Group Corp.,80308966.59,HK,23,,978,False,,2025-04-10,True,2025-04-13,2025-04-30,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,BianLian,probable,,,"SCADA,VPN,ERP",35.19,https://blog.talosintelligence.com/2025/03/structureconcrete-gr-campaign.html,https://www.structureconcrete-group-c.com/newsroom/2025/07/security-update,cybersecurity_firm,3,84.73,Silver,,249949.04,disclosed,,,,194067.82,14984.38,,209660.2,459001.24,disclosed,342177.9,803297.64,459001.24,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Construction
2021-1001-002,Redwood Citadel Agency Co.,433207264.76,US,92,,6258,False,,2021-10-01,False,2021-10-12,2021-10-21,phishing,,,LockBit,probable,137168.0,credentials,"VPN,website,SCADA",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001632052&type=8-K&dateb=20211001&owner=include&count=10,,sec_filing,1,98.7,Gold,,15668747.2,estimated,,,,18590229.26,5182035.26,,12352260.23,39441011.72,estimated,30106081.41,61346780.75,46795900.9,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2024-0202-001,MedNeuro Genomics Holdings Ltd.,1314461627.95,IN,62,,9017,True,MEDN.NS,2024-02-02,False,2024-02-12,2024-02-20,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"SCADA,cloud_infrastructure",31.0,https://unit42.paloaltonetworks.com/threat-brief-medneuro-genomics-ho-2024/,,cybersecurity_firm,3,55.8,Bronze,low_quality_score,5504213.41,disclosed,,,,4007049.56,1314143.32,,6940892.09,10825406.29,estimated,8534536.92,13973925.18,11059671.81,CPI-U 2024 (314.69),12.67,13.09,13.04,12.92,12.96,14143843.0,55490054.0,S&P 500 Health Care,0.006983,-0.004017,-0.013125,-0.009616,-0.004453,-0.013125,-0.009616,-0.015718,-0.2705,1.0,-0.6086,1.0,False,7355688397.88,3.9233,0.012334,0.016087,28.0,Healthcare
2021-0409-001,Bravo Zephyr Engineering Holdings PLC,76762678830.76,GB,31-33,72,254977,True,BZE.L,2021-04-09,False,2021-04-16,2021-06-05,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,REvil,probable,,,"backup_systems,website",23.77,https://krebsonsecurity.com/2021/01/bravo-zephyr-enginee-breach-exposes-data/,https://www.crowdstrike.com/blog/bravo-zephyr-enginee-intrusion-analysis-2021/,verified_media,4,83.96,Silver,,93921740.2,estimated,,,,37486117.9,23458203.79,,28929196.6,154866061.89,calculated,127609140.99,179265130.05,183745207.58,CPI-U 2021 (270.97),654.62,599.62,574.38,579.68,585.1,915055.0,1975907.0,S&P 500 Industrials,0.003592,-0.042094,-0.033258,-0.024213,-0.038722,-0.033258,-0.024213,-0.037282,-2.6363,0.68185,-0.8895,1.0,True,378222379757.58,2.1593,0.032713,0.050085,80.0,Manufacturing
2025-0112-001,Fitzgerald Distribution Co.,70097085.47,US,44-45,,417,False,,2025-01-12,False,2025-01-17,2025-01-27,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,APT28,suspected,11755018.0,PII,"customer_database,CRM",223.56,https://www.theregister.com/2025/06/06/fitzgerald-distribut_security_incident/,,verified_media,4,91.97,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2024-1231-002,RemedyOncus Diagnostics Group Inc.,525267715.02,US,62,,3823,False,,2024-12-31,False,2025-01-06,2025-02-08,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,48882.0,PII,"payment_systems,file_servers,backup_systems,active_directory,cloud_infrastructure",12.09,https://www.remedyoncus-diagnostics-g.com/newsroom/2024/12/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001421828&type=8-K&dateb=20241114&owner=include&count=10,company_pr,2,99.16,Gold,,1800000.0,calculated,60237.04,16100.98,blockchain analysis,1272134.43,377419.21,,,3465654.62,disclosed,2531961.66,5851283.55,3540652.58,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2025-0529-002,Quantum Timber Financial Holdings Inc.,56791908.85,US,52,42,130,False,,2025-05-29,False,2025-08-30,2025-10-21,phishing,,,Play,unknown,3277189.0,mixed,SSO,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001920282&type=8-K&dateb=20250811&owner=include&count=10,https://therecord.media/2025/07/05/quantum-timber-financial--breached,sec_filing,1,60.51,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0627-002,Tanaka Microsystems Group Inc.,33697665175.65,US,51,,67893,True,TAN1,2024-06-27,False,2024-07-03,2024-07-19,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,suspected,8332.0,mixed,"VPN,SSO,payment_systems,SCADA",7.14,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001973550&type=8-K&dateb=20240416&owner=include&count=10,,sec_filing,1,62.77,Bronze,,839525.03,calculated,4776027.73,2456286.63,court filing,687522.61,214372.86,,,4197707.13,calculated,2574782.29,6348311.24,4288546.96,CPI-U 2024 (314.69),517.17,503.49,479.73,486.12,504.52,134036.0,322628.0,S&P 500 Information Technology,0.005098,-0.047184,-0.034497,0.002042,-0.043443,-0.034497,0.002042,0.015234,-2.7724,0.6138,0.4084,1.0,False,61231327315.71,2.407,0.039505,0.071727,18.0,Information/Tech
2023-1017-001,ClinicalCardio Diagnostics SE,123469951.93,DE,62,,988,False,,2023-10-17,False,2023-10-22,2023-12-11,ransomware,,,REvil,suspected,99672.0,PII,active_directory,,https://unit42.paloaltonetworks.com/threat-brief-clinicalcardio-diagn-2023/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001363152&type=8-K&dateb=20230220&owner=include&count=10,cybersecurity_firm,3,95.35,Gold,,1800000.0,estimated,4413096.43,,,866242.53,501554.69,1189757.56,,4357554.78,estimated,2976468.25,5406434.86,4597783.61,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2025-0418-001,Graham Platforms AG,26044585897.11,DE,51,62,47573,True,GRAH.DE,2025-04-18,False,2025-04-25,2025-05-08,phishing,ransomware,,,,2096498.0,mixed,"CRM,ERP,payment_systems,SSO",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001742803&type=8-K&dateb=20250821&owner=include&count=10,,sec_filing,1,89.73,Gold,,83871883.97,estimated,,,,36564373.3,19522058.21,594126.25,28826747.55,140552441.73,estimated,107153067.76,203235137.81,140552441.73,CPI-U 2025 (321.5),148.5,136.6,135.01,136.75,140.38,3530067.0,11376410.0,S&P 500 Information Technology,0.025191,-0.011671,0.001089,0.027645,-0.01365,0.001089,0.027645,0.018661,-2.1695,0.91525,1.1556,1.0,False,76943345325.72,3.2227,0.018862,0.034052,,Information/Tech
2023-0318-001,Hawk Crown Genomics Corp.,35904910.39,BE,62,56,229,False,,2023-03-18,False,2023-03-30,2023-05-05,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,1457.0,financial,website,31.06,https://www.aepd.es/decisions/2023/05/INQ-2023-00633,https://www.mandiant.com/resources/blog/hawk-crown-genomics--incident-response-2023,gdpr_notification,1,87.09,Gold,,11848620.43,estimated,,,,6985694.72,3094404.81,,11711425.65,21928719.96,disclosed,17346328.02,33421313.87,23137634.37,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2021-0903-001,Harbor Skill Institute Group Inc.,4159665365.4,PL,61,71,48974,False,,2021-09-03,False,2021-09-07,2021-12-14,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,active_directory,,https://blog.talosintelligence.com/2021/03/harbor-skill-institu-campaign.html,,cybersecurity_firm,3,79.2,Silver,,15564011.39,estimated,,,,12295851.01,4451644.6,,8034940.12,32311507.0,estimated,24540180.84,57837415.66,38336898.92,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2022-0305-001,HelixLink Ventures Ltd.,106153600299.59,IE,51,,268582,True,HELI.IR,2022-03-05,False,2022-03-07,2022-03-31,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,7500587.0,mixed,"backup_systems,file_servers",363.78,https://www.bleepingcomputer.com/news/security/helixlink-ventures-ltd-hit-by-cyberattack-2022/,,verified_media,4,70.41,Silver,,31890204.17,estimated,2415615.28,1246730.45,company statement,15857838.64,2265648.35,,,51260421.61,calculated,32041798.44,88412115.7,56312810.47,CPI-U 2022 (292.655),615.88,588.48,573.89,581.26,572.53,223699.0,349843.0,S&P 500 Information Technology,0.028152,-0.024786,-0.012261,-0.027106,-0.022864,-0.012261,-0.027106,-0.027469,-1.4652,1.0,-1.1084,1.0,True,318182440495.98,1.5639,0.024787,0.028987,268.0,Information/Tech
2023-1120-001,Talon Arc Computing AG,1247982077.15,DE,51,,3789,True,TAC.DE,2023-11-20,True,2023-12-20,2024-01-11,phishing,,,BlackSuit,probable,2056954.0,health,"customer_database,SSO,payment_systems,cloud_infrastructure",,https://www.aepd.es/decisions/2023/05/INQ-2023-00636,https://therecord.media/2023/04/05/talon-arc-computing-ag-breached,gdpr_notification,1,68.33,Bronze,,8218616.35,calculated,,,,9638176.83,466884.89,3933575.09,11713479.24,22257253.16,calculated,13903638.95,34341134.81,23484279.36,CPI-U 2023 (304.702),17.71,16.88,16.44,16.82,17.35,1339735.0,4451756.0,S&P 500 Information Technology,0.014851,-0.026116,-0.003423,0.027904,-0.024334,-0.003423,0.027904,0.009172,-1.8221,1.0,1.241,1.0,False,9641116523.52,3.3229,0.020847,0.024525,28.0,Information/Tech
2023-0524-001,Titan Matrix Works Holdings Inc.,52754036.4,US,31-33,,174,False,,2023-05-24,False,2023-05-25,2023-06-01,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,ERP,14.28,https://www.aepd.es/decisions/2023/01/INQ-2023-00637,https://www.bleepingcomputer.com/news/security/titan-matrix-works-holdin-hit-by-cyberattack-2023/,gdpr_notification,1,65.59,Bronze,,1098424.46,disclosed,,,,1286246.89,321748.96,,431574.81,2706420.31,estimated,2296075.04,4082737.49,2855623.3,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2023-0310-001,Yamamoto Financial Corp.,89753862515.15,KR,52,,438141,True,YAMA.KS,2023-03-10,False,2023-03-20,2023-03-26,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,12994.0,mixed,"file_servers,customer_database,HR_systems,VPN",,https://www.yamamoto-financial-corp.com/newsroom/2023/09/security-update,https://unit42.paloaltonetworks.com/threat-brief-yamamoto-financial-c-2023/,company_pr,1,85.32,Gold,,1635830.21,disclosed,,,,1888508.66,319408.71,,,3843747.58,calculated,2678399.42,4891741.97,4055650.59,CPI-U 2023 (304.702),618.77,594.01,574.89,584.59,573.34,1657524.0,3638529.0,S&P 500 Financials,-0.001889,-0.032185,-0.015857,-0.034796,-0.035302,-0.015857,-0.034796,-0.006885,-2.1655,0.91725,-2.631,0.6845,False,577493521581.61,2.1952,0.017539,0.02416,307.0,Finance & Insurance
2025-0215-002,Raleigh Biotech Co.,653390672.4,US,62,,5704,True,RALE,2025-02-15,False,2025-05-17,2025-07-26,ransomware,,,BianLian,unknown,4099.0,credentials,"CRM,backup_systems,file_servers,SCADA",22.66,https://therecord.media/2025/01/01/raleigh-biotech-co-breached,https://www.raleigh-biotech-co.com/newsroom/2025/07/security-update,verified_media,4,72.3,Silver,,13662720.99,estimated,533863.78,,,14004153.43,2396695.63,,,30063570.05,disclosed,24992095.83,43420719.16,30063570.05,CPI-U 2025 (321.5),9.31,9.0,8.88,8.92,8.77,685758.0,1462581.0,S&P 500 Health Care,-0.010514,-0.013472,-0.008541,-0.025036,-0.013085,-0.008541,-0.025036,-0.014591,-0.7073,1.0,-0.9786,1.0,False,3440696386.48,2.1328,0.035364,0.065853,301.0,Healthcare
2025-0613-002,Zenith Epoch Corp Inc.,422637191.46,CA,22,,721,False,,2025-06-13,False,2025-07-13,2025-08-22,phishing,,,,,192048.0,PII,"VPN,cloud_infrastructure,SSO",,https://www.bleepingcomputer.com/news/security/zenith-epoch-corp-inc-hit-by-cyberattack-2025/,https://www.crowdstrike.com/blog/zenith-epoch-corp-in-intrusion-analysis-2025/,verified_media,4,64.92,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities
2022-0525-001,Crawford Sciences Holdings Inc.,118883620.47,US,62,,918,False,,2022-05-25,False,2022-05-29,2022-07-06,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Turla,probable,5915.0,mixed,"payment_systems,file_servers,SSO,CRM,VPN",91.99,https://krebsonsecurity.com/2022/11/crawford-sciences-ho-breach-exposes-data/,https://www.crawford-sciences-holding.com/newsroom/2022/12/security-update,verified_media,4,98.57,Gold,,17832543.07,disclosed,,,,20252104.29,3406813.7,,,41491461.06,estimated,32930122.98,60520347.1,45580990.35,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2025-0912-002,Whitfield Diagnostics S.r.l.,36252630.85,IT,62,,210,False,,2025-09-12,False,2025-09-18,2025-10-22,ddos,,,,,,,"email,website,active_directory,VPN",,https://blog.talosintelligence.com/2025/03/whitfield-diagnostic-campaign.html,https://www.whitfield-diagnostics-srl.com/newsroom/2025/05/security-update,cybersecurity_firm,2,61.94,Bronze,,173952.81,calculated,,,,177739.96,31260.3,,206972.59,382953.07,disclosed,294946.93,504131.49,382953.07,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-0625-001,DigitalSoft Ventures Co.,136009063315.17,US,51,52,237886,True,DIGI,2024-06-25,False,2024-06-28,2024-08-02,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,email,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001864894&type=8-K&dateb=20241210&owner=include&count=10,,sec_filing,1,88.13,Gold,,535736638.37,calculated,,,,295103781.5,72014787.59,,306670469.68,902855207.46,estimated,671999267.95,1245125653.43,922393305.15,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2022-0702-001,Granite Screen Studios Group PLC,7279255864.84,GB,71,,50465,False,,2022-07-02,False,2022-08-01,2022-11-09,ransomware,,,,,,,"SCADA,active_directory,SSO",81.75,https://www.ico.org.uk/decisions/2022/05/INQ-2022-00644,,gdpr_notification,1,92.23,Gold,,2573402.34,estimated,1699872.0,947560.33,company statement,896418.22,316765.52,,,4734146.41,disclosed,3875135.69,6905622.6,5200758.81,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Arts/Entertainment/Recreation
2025-1022-003,MarketFresh Stores Corp.,108537488953.55,CA,44-45,,723769,True,MAR1.TO,2025-10-22,False,2025-10-29,2025-11-17,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Akira,suspected,632434.0,financial,"website,CRM,cloud_infrastructure,customer_database,active_directory",,https://www.crowdstrike.com/blog/marketfresh-stores-c-intrusion-analysis-2025/,,cybersecurity_firm,3,60.48,Bronze,,30305395.36,disclosed,1883096.06,,,19552886.38,7120948.29,98859.79,,57078089.82,calculated,45438731.35,87781844.19,57078089.82,CPI-U 2025 (321.5),349.83,317.44,299.08,309.18,306.28,1072916.0,1794616.0,S&P 500 Consumer Discretionary,-0.018991,-0.057828,-0.026014,-0.035152,-0.06347,-0.026014,-0.035152,-0.040367,-6.1268,0.0002,-2.1087,0.94565,False,860101033940.04,1.6727,0.015401,0.021992,300.0,Retail Trade
2023-0703-001,Quantum Bravo Schools Technologies Ltd.,158654569.62,IL,61,,3643,False,,2023-07-03,False,2023-07-10,2023-08-14,ransomware,malware,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,APT41,suspected,4644.0,financial,SSO,84.34,https://www.crowdstrike.com/blog/quantum-bravo-school-intrusion-analysis-2023/,https://www.bleepingcomputer.com/news/security/quantum-bravo-schools-tec-hit-by-cyberattack-2023/,cybersecurity_firm,3,50.14,Bronze,low_quality_score,28657156.34,disclosed,904252.03,666981.68,insurance claim record,24499647.46,2791750.71,,,56615536.19,calculated,43555283.14,74715529.3,59736709.59,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
